sample_id,tissue,true_proportion,predicted_proportion,absolute_error
Mixture_330,Aorta,0.000000,0.000000,0.000000
Mixture_330,Bladder,0.000000,0.000000,0.000000
Mixture_330,Blood,0.000000,0.000000,0.000000
Mixture_330,Bone,0.000000,0.000000,0.000000
Mixture_330,Cerebellum,0.053237,0.000000,0.053237
Mixture_330,Colon,0.000000,0.040622,0.040622
Mixture_330,Coronary,0.057961,0.034665,0.023296
Mixture_330,Cortex,0.000000,0.024555,0.024555
Mixture_330,Dermal,0.000000,0.000000,0.000000
Mixture_330,Epidermal,0.000000,0.028283,0.028283
Mixture_330,Gastric,0.334013,0.426109,0.092096
Mixture_330,Heart,0.000000,0.000000,0.000000
Mixture_330,Kidney,0.000000,0.027867,0.027867
Mixture_330,Liver,0.000000,0.000000,0.000000
Mixture_330,Lung,0.000000,0.067418,0.067418
Mixture_330,Neuron,0.000000,0.000000,0.000000
Mixture_330,Oligodendrocytes,0.000000,0.042932,0.042932
Mixture_330,Pancreas,0.000000,0.000000,0.000000
Mixture_330,Prostate,0.000000,0.000000,0.000000
Mixture_330,Skeletal,0.244478,0.126144,0.118334
Mixture_330,Small,0.310312,0.181405,0.128907
Mixture_331,Adipocytes,0.043830,0.050487,0.006657
Mixture_331,Aorta,0.000000,0.032797,0.032797
Mixture_331,Bladder,0.179633,0.058862,0.120772
Mixture_331,Blood,0.000000,0.033355,0.033355
Mixture_331,Bone,0.376404,0.290887,0.085517
Mixture_331,Cerebellum,0.000000,0.000000,0.000000
Mixture_331,Colon,0.000000,0.037457,0.037457
Mixture_331,Coronary,0.000000,0.000000,0.000000
Mixture_331,Cortex,0.000000,0.000000,0.000000
Mixture_331,Dermal,0.000000,0.000000,0.000000
Mixture_331,Epidermal,0.400133,0.230046,0.170087
Mixture_331,Gastric,0.000000,0.000000,0.000000
Mixture_331,Heart,0.000000,0.055409,0.055409
Mixture_331,Kidney,0.000000,0.029470,0.029470
Mixture_331,Liver,0.000000,0.023309,0.023309
Mixture_331,Lung,0.000000,0.032974,0.032974
Mixture_331,Neuron,0.000000,0.029220,0.029220
Mixture_331,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_331,Pancreas,0.000000,0.026296,0.026296
Mixture_331,Prostate,0.000000,0.027186,0.027186
Mixture_331,Skeletal,0.000000,0.042244,0.042244
Mixture_331,Small,0.000000,0.000000,0.000000
Mixture_332,Adipocytes,0.000000,0.000000,0.000000
Mixture_332,Aorta,0.160469,0.000000,0.160469
Mixture_332,Bladder,0.000000,0.000000,0.000000
Mixture_332,Blood,0.000000,0.000000,0.000000
Mixture_332,Bone,0.000000,0.036900,0.036900
Mixture_332,Cerebellum,0.000000,0.000000,0.000000
Mixture_332,Colon,0.000000,0.033435,0.033435
Mixture_332,Coronary,0.000000,0.000000,0.000000
Mixture_332,Cortex,0.000000,0.000000,0.000000
Mixture_332,Dermal,0.000000,0.000000,0.000000
Mixture_332,Epidermal,0.000000,0.000000,0.000000
Mixture_332,Gastric,0.719062,0.800060,0.080998
Mixture_332,Heart,0.000000,0.027844,0.027844
Mixture_332,Kidney,0.000000,0.025881,0.025881
Mixture_332,Liver,0.000000,0.000000,0.000000
Mixture_332,Lung,0.000000,0.000000,0.000000
Mixture_332,Neuron,0.000000,0.000000,0.000000
Mixture_332,Oligodendrocytes,0.120468,0.075880,0.044588
Mixture_332,Pancreas,0.000000,0.000000,0.000000
Mixture_332,Prostate,0.000000,0.000000,0.000000
Mixture_332,Skeletal,0.000000,0.000000,0.000000
Mixture_332,Small,0.000000,0.000000,0.000000
Mixture_333,Adipocytes,0.000000,0.000000,0.000000
Mixture_333,Aorta,0.000000,0.000000,0.000000
Mixture_333,Bladder,0.000000,0.000000,0.000000
Mixture_333,Blood,0.000000,0.000000,0.000000
Mixture_333,Bone,0.000000,0.035323,0.035323
Mixture_333,Cerebellum,0.000000,0.000000,0.000000
Mixture_333,Colon,0.000000,0.062860,0.062860
Mixture_333,Coronary,0.000000,0.000000,0.000000
Mixture_333,Cortex,0.000000,0.000000,0.000000
Mixture_333,Dermal,0.000000,0.000000,0.000000
Mixture_333,Epidermal,0.000000,0.000000,0.000000
Mixture_333,Gastric,0.000000,0.032498,0.032498
Mixture_333,Heart,0.000000,0.000000,0.000000
Mixture_333,Kidney,0.000000,0.000000,0.000000
Mixture_333,Liver,0.000000,0.000000,0.000000
Mixture_333,Lung,0.186899,0.041951,0.144949
Mixture_333,Neuron,0.000000,0.025491,0.025491
Mixture_333,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_333,Pancreas,0.000000,0.000000,0.000000
Mixture_333,Prostate,0.725725,0.772013,0.046288
Mixture_333,Skeletal,0.000000,0.000000,0.000000
Mixture_333,Small,0.087375,0.029864,0.057511
Mixture_334,Adipocytes,0.000000,0.000000,0.000000
Mixture_334,Aorta,0.000000,0.000000,0.000000
Mixture_334,Bladder,0.000000,0.000000,0.000000
Mixture_334,Blood,0.000000,0.057512,0.057512
Mixture_334,Bone,0.000000,0.024195,0.024195
Mixture_334,Cerebellum,0.467427,0.256519,0.210909
Mixture_334,Colon,0.056963,0.042922,0.014042
Mixture_334,Coronary,0.000000,0.000000,0.000000
Mixture_334,Cortex,0.088082,0.172332,0.084250
Mixture_334,Dermal,0.000000,0.000000,0.000000
Mixture_334,Epidermal,0.000000,0.000000,0.000000
Mixture_334,Gastric,0.235726,0.167891,0.067835
Mixture_334,Heart,0.000000,0.024660,0.024660
Mixture_334,Kidney,0.000000,0.000000,0.000000
Mixture_334,Liver,0.000000,0.050164,0.050164
Mixture_334,Lung,0.000000,0.032394,0.032394
Mixture_334,Neuron,0.151801,0.141290,0.010512
Mixture_334,Oligodendrocytes,0.000000,0.030122,0.030122
Mixture_334,Pancreas,0.000000,0.000000,0.000000
Mixture_334,Prostate,0.000000,0.000000,0.000000
Mixture_334,Skeletal,0.000000,0.000000,0.000000
Mixture_334,Small,0.000000,0.000000,0.000000
Mixture_335,Adipocytes,0.000000,0.000000,0.000000
Mixture_335,Aorta,0.083323,0.036919,0.046404
Mixture_335,Bladder,0.600032,0.500968,0.099064
Mixture_335,Blood,0.195805,0.100131,0.095675
Mixture_335,Bone,0.000000,0.000000,0.000000
Mixture_335,Cerebellum,0.000000,0.000000,0.000000
Mixture_335,Colon,0.000000,0.071400,0.071400
Mixture_335,Coronary,0.000000,0.032202,0.032202
Mixture_335,Cortex,0.000000,0.000000,0.000000
Mixture_335,Dermal,0.000000,0.041115,0.041115
Mixture_335,Epidermal,0.000000,0.025140,0.025140
Mixture_335,Gastric,0.000000,0.000000,0.000000
Mixture_335,Heart,0.000000,0.042445,0.042445
Mixture_335,Kidney,0.120840,0.046413,0.074426
Mixture_335,Liver,0.000000,0.029221,0.029221
Mixture_335,Lung,0.000000,0.024928,0.024928
Mixture_335,Neuron,0.000000,0.000000,0.000000
Mixture_335,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_335,Pancreas,0.000000,0.049118,0.049118
Mixture_335,Prostate,0.000000,0.000000,0.000000
Mixture_335,Skeletal,0.000000,0.000000,0.000000
Mixture_335,Small,0.000000,0.000000,0.000000
Mixture_336,Adipocytes,0.000000,0.000000,0.000000
Mixture_336,Aorta,0.219294,0.114142,0.105152
Mixture_336,Bladder,0.000000,0.000000,0.000000
Mixture_336,Blood,0.000000,0.023850,0.023850
Mixture_336,Bone,0.000000,0.000000,0.000000
Mixture_336,Cerebellum,0.000000,0.000000,0.000000
Mixture_336,Colon,0.000000,0.037313,0.037313
Mixture_336,Coronary,0.000000,0.000000,0.000000
Mixture_336,Cortex,0.000000,0.000000,0.000000
Mixture_336,Dermal,0.000000,0.000000,0.000000
Mixture_336,Epidermal,0.000000,0.000000,0.000000
Mixture_336,Gastric,0.165853,0.149988,0.015865
Mixture_336,Heart,0.000000,0.036853,0.036853
Mixture_336,Kidney,0.123292,0.147552,0.024261
Mixture_336,Liver,0.000000,0.036958,0.036958
Mixture_336,Lung,0.123175,0.149784,0.026609
Mixture_336,Neuron,0.000000,0.000000,0.000000
Mixture_336,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_336,Pancreas,0.368386,0.249601,0.118785
Mixture_336,Prostate,0.000000,0.029940,0.029940
Mixture_336,Skeletal,0.000000,0.024017,0.024017
Mixture_336,Small,0.000000,0.000000,0.000000
Mixture_337,Adipocytes,0.000000,0.027940,0.027940
Mixture_337,Aorta,0.000000,0.000000,0.000000
Mixture_337,Bladder,0.131536,0.025318,0.106217
Mixture_337,Blood,0.000000,0.032822,0.032822
Mixture_337,Bone,0.000000,0.044314,0.044314
Mixture_337,Cerebellum,0.000000,0.000000,0.000000
Mixture_337,Colon,0.000000,0.045938,0.045938
Mixture_337,Coronary,0.000000,0.024228,0.024228
Mixture_337,Cortex,0.000000,0.000000,0.000000
Mixture_337,Dermal,0.190459,0.068732,0.121728
Mixture_337,Epidermal,0.000000,0.000000,0.000000
Mixture_337,Gastric,0.000000,0.028760,0.028760
Mixture_337,Heart,0.000000,0.039467,0.039467
Mixture_337,Kidney,0.000000,0.000000,0.000000
Mixture_337,Liver,0.000000,0.000000,0.000000
Mixture_337,Lung,0.000000,0.032536,0.032536
Mixture_337,Neuron,0.000000,0.053958,0.053958
Mixture_337,Oligodendrocytes,0.512473,0.470163,0.042309
Mixture_337,Pancreas,0.000000,0.027655,0.027655
Mixture_337,Prostate,0.000000,0.053468,0.053468
Mixture_337,Skeletal,0.165532,0.024700,0.140832
Mixture_337,Small,0.000000,0.000000,0.000000
Mixture_338,Adipocytes,0.575573,0.365093,0.210480
Mixture_338,Aorta,0.000000,0.000000,0.000000
Mixture_338,Bladder,0.204426,0.089753,0.114673
Mixture_338,Blood,0.000000,0.026119,0.026119
Mixture_338,Bone,0.000000,0.025294,0.025294
Mixture_338,Cerebellum,0.000000,0.000000,0.000000
Mixture_338,Colon,0.000000,0.032565,0.032565
Mixture_338,Coronary,0.000000,0.000000,0.000000
Mixture_338,Cortex,0.000000,0.000000,0.000000
Mixture_338,Dermal,0.000000,0.000000,0.000000
Mixture_338,Epidermal,0.000000,0.026764,0.026764
Mixture_338,Gastric,0.000000,0.039430,0.039430
Mixture_338,Heart,0.000000,0.028060,0.028060
Mixture_338,Kidney,0.000000,0.000000,0.000000
Mixture_338,Liver,0.000000,0.054029,0.054029
Mixture_338,Lung,0.000000,0.035294,0.035294
Mixture_338,Neuron,0.000000,0.000000,0.000000
Mixture_338,Oligodendrocytes,0.000000,0.027015,0.027015
Mixture_338,Pancreas,0.000000,0.000000,0.000000
Mixture_338,Prostate,0.000000,0.042169,0.042169
Mixture_338,Skeletal,0.000000,0.031171,0.031171
Mixture_338,Small,0.220001,0.177244,0.042757
Mixture_339,Adipocytes,0.000000,0.000000,0.000000
Mixture_339,Aorta,0.699190,0.664318,0.034872
Mixture_339,Bladder,0.000000,0.000000,0.000000
Mixture_339,Blood,0.000000,0.052211,0.052211
Mixture_339,Bone,0.000000,0.054046,0.054046
Mixture_339,Cerebellum,0.000000,0.000000,0.000000
Mixture_339,Colon,0.138235,0.042104,0.096132
Mixture_339,Coronary,0.000000,0.000000,0.000000
Mixture_339,Cortex,0.162575,0.026505,0.136070
Mixture_339,Dermal,0.000000,0.000000,0.000000
Mixture_339,Epidermal,0.000000,0.000000,0.000000
Mixture_339,Gastric,0.000000,0.024418,0.024418
Mixture_339,Heart,0.000000,0.029532,0.029532
Mixture_339,Kidney,0.000000,0.031900,0.031900
Mixture_339,Liver,0.000000,0.022539,0.022539
Mixture_339,Lung,0.000000,0.025213,0.025213
Mixture_339,Neuron,0.000000,0.000000,0.000000
Mixture_339,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_339,Pancreas,0.000000,0.027216,0.027216
Mixture_339,Prostate,0.000000,0.000000,0.000000
Mixture_339,Skeletal,0.000000,0.000000,0.000000
Mixture_339,Small,0.000000,0.000000,0.000000
Mixture_34,Adipocytes,0.000000,0.000000,0.000000
Mixture_34,Aorta,0.000000,0.000000,0.000000
Mixture_34,Bladder,0.000000,0.000000,0.000000
Mixture_34,Blood,0.000000,0.000000,0.000000
Mixture_34,Bone,0.000000,0.033247,0.033247
Mixture_34,Cerebellum,0.000000,0.000000,0.000000
Mixture_34,Colon,0.000000,0.000000,0.000000
Mixture_34,Coronary,0.000000,0.000000,0.000000
Mixture_34,Cortex,0.000000,0.023877,0.023877
Mixture_34,Dermal,0.000000,0.000000,0.000000
Mixture_34,Epidermal,0.000000,0.000000,0.000000
Mixture_34,Gastric,0.000000,0.027475,0.027475
Mixture_34,Heart,0.000000,0.000000,0.000000
Mixture_34,Kidney,0.000000,0.000000,0.000000
Mixture_34,Liver,0.637785,0.581533,0.056253
Mixture_34,Lung,0.000000,0.044083,0.044083
Mixture_34,Neuron,0.000000,0.030795,0.030795
Mixture_34,Oligodendrocytes,0.232683,0.205144,0.027539
Mixture_34,Pancreas,0.000000,0.000000,0.000000
Mixture_34,Prostate,0.000000,0.000000,0.000000
Mixture_34,Skeletal,0.129532,0.053847,0.075685
Mixture_34,Small,0.000000,0.000000,0.000000
Mixture_340,Adipocytes,0.000000,0.026125,0.026125
Mixture_340,Aorta,0.000000,0.000000,0.000000
Mixture_340,Bladder,0.000000,0.000000,0.000000
Mixture_340,Blood,0.000000,0.000000,0.000000
Mixture_340,Bone,0.000000,0.037979,0.037979
Mixture_340,Cerebellum,0.144529,0.031770,0.112758
Mixture_340,Colon,0.000000,0.058153,0.058153
Mixture_340,Coronary,0.000000,0.000000,0.000000
Mixture_340,Cortex,0.000000,0.039372,0.039372
Mixture_340,Dermal,0.000000,0.000000,0.000000
Mixture_340,Epidermal,0.000000,0.035758,0.035758
Mixture_340,Gastric,0.000000,0.000000,0.000000
Mixture_340,Heart,0.000000,0.024779,0.024779
Mixture_340,Kidney,0.352783,0.317372,0.035411
Mixture_340,Liver,0.000000,0.024613,0.024613
Mixture_340,Lung,0.000000,0.034194,0.034194
Mixture_340,Neuron,0.000000,0.000000,0.000000
Mixture_340,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_340,Pancreas,0.000000,0.000000,0.000000
Mixture_340,Prostate,0.000000,0.000000,0.000000
Mixture_340,Skeletal,0.431701,0.369884,0.061817
Mixture_340,Small,0.070987,0.000000,0.070987
Mixture_341,Adipocytes,0.000000,0.000000,0.000000
Mixture_341,Aorta,0.000000,0.000000,0.000000
Mixture_341,Bladder,0.000000,0.000000,0.000000
Mixture_341,Blood,0.000000,0.029007,0.029007
Mixture_341,Bone,0.015126,0.036356,0.021230
Mixture_341,Cerebellum,0.000000,0.000000,0.000000
Mixture_341,Colon,0.000000,0.000000,0.000000
Mixture_341,Coronary,0.000000,0.000000,0.000000
Mixture_341,Cortex,0.207981,0.136291,0.071689
Mixture_341,Dermal,0.000000,0.027985,0.027985
Mixture_341,Epidermal,0.212287,0.147040,0.065247
Mixture_341,Gastric,0.000000,0.032970,0.032970
Mixture_341,Heart,0.000000,0.029191,0.029191
Mixture_341,Kidney,0.000000,0.000000,0.000000
Mixture_341,Liver,0.000000,0.059178,0.059178
Mixture_341,Lung,0.162110,0.135207,0.026904
Mixture_341,Neuron,0.402496,0.330923,0.071573
Mixture_341,Oligodendrocytes,0.000000,0.035853,0.035853
Mixture_341,Pancreas,0.000000,0.000000,0.000000
Mixture_341,Prostate,0.000000,0.000000,0.000000
Mixture_341,Skeletal,0.000000,0.000000,0.000000
Mixture_341,Small,0.000000,0.000000,0.000000
Mixture_342,Adipocytes,0.000000,0.027257,0.027257
Mixture_342,Aorta,0.000000,0.000000,0.000000
Mixture_342,Bladder,0.000000,0.000000,0.000000
Mixture_342,Blood,0.000000,0.028580,0.028580
Mixture_342,Bone,0.257730,0.191731,0.065999
Mixture_342,Cerebellum,0.000000,0.000000,0.000000
Mixture_342,Colon,0.000000,0.052173,0.052173
Mixture_342,Coronary,0.000000,0.000000,0.000000
Mixture_342,Cortex,0.448577,0.272051,0.176526
Mixture_342,Dermal,0.000000,0.025678,0.025678
Mixture_342,Epidermal,0.097034,0.040855,0.056179
Mixture_342,Gastric,0.000000,0.000000,0.000000
Mixture_342,Heart,0.000000,0.022588,0.022588
Mixture_342,Kidney,0.000000,0.000000,0.000000
Mixture_342,Liver,0.000000,0.044005,0.044005
Mixture_342,Lung,0.122149,0.106755,0.015394
Mixture_342,Neuron,0.000000,0.024083,0.024083
Mixture_342,Oligodendrocytes,0.000000,0.057365,0.057365
Mixture_342,Pancreas,0.074510,0.058990,0.015520
Mixture_342,Prostate,0.000000,0.025597,0.025597
Mixture_342,Skeletal,0.000000,0.000000,0.000000
Mixture_342,Small,0.000000,0.022292,0.022292
Mixture_343,Adipocytes,0.000000,0.000000,0.000000
Mixture_343,Aorta,0.000000,0.000000,0.000000
Mixture_343,Bladder,0.595962,0.492595,0.103367
Mixture_343,Blood,0.000000,0.032628,0.032628
Mixture_343,Bone,0.000000,0.025833,0.025833
Mixture_343,Cerebellum,0.000000,0.028501,0.028501
Mixture_343,Colon,0.000000,0.037055,0.037055
Mixture_343,Coronary,0.000000,0.035549,0.035549
Mixture_343,Cortex,0.284257,0.095827,0.188429
Mixture_343,Dermal,0.000000,0.000000,0.000000
Mixture_343,Epidermal,0.000000,0.027821,0.027821
Mixture_343,Gastric,0.000000,0.000000,0.000000
Mixture_343,Heart,0.119781,0.075749,0.044033
Mixture_343,Kidney,0.000000,0.000000,0.000000
Mixture_343,Liver,0.000000,0.028633,0.028633
Mixture_343,Lung,0.000000,0.037632,0.037632
Mixture_343,Neuron,0.000000,0.000000,0.000000
Mixture_343,Oligodendrocytes,0.000000,0.032114,0.032114
Mixture_343,Pancreas,0.000000,0.050061,0.050061
Mixture_343,Prostate,0.000000,0.000000,0.000000
Mixture_343,Skeletal,0.000000,0.000000,0.000000
Mixture_343,Small,0.000000,0.000000,0.000000
Mixture_344,Adipocytes,0.000000,0.000000,0.000000
Mixture_344,Aorta,0.000000,0.000000,0.000000
Mixture_344,Bladder,0.000000,0.024342,0.024342
Mixture_344,Blood,0.507717,0.440235,0.067482
Mixture_344,Bone,0.000000,0.000000,0.000000
Mixture_344,Cerebellum,0.000000,0.000000,0.000000
Mixture_344,Colon,0.000000,0.055745,0.055745
Mixture_344,Coronary,0.000000,0.000000,0.000000
Mixture_344,Cortex,0.000000,0.027777,0.027777
Mixture_344,Dermal,0.000000,0.000000,0.000000
Mixture_344,Epidermal,0.234729,0.197050,0.037678
Mixture_344,Gastric,0.000000,0.023451,0.023451
Mixture_344,Heart,0.131789,0.088391,0.043398
Mixture_344,Kidney,0.000000,0.000000,0.000000
Mixture_344,Liver,0.000000,0.077027,0.077027
Mixture_344,Lung,0.000000,0.041574,0.041574
Mixture_344,Neuron,0.125765,0.024408,0.101358
Mixture_344,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_344,Pancreas,0.000000,0.000000,0.000000
Mixture_344,Prostate,0.000000,0.000000,0.000000
Mixture_344,Skeletal,0.000000,0.000000,0.000000
Mixture_344,Small,0.000000,0.000000,0.000000
Mixture_345,Adipocytes,0.000000,0.000000,0.000000
Mixture_345,Aorta,0.448614,0.373680,0.074934
Mixture_345,Bladder,0.000000,0.000000,0.000000
Mixture_345,Blood,0.000000,0.041722,0.041722
Mixture_345,Bone,0.000000,0.000000,0.000000
Mixture_345,Cerebellum,0.000000,0.000000,0.000000
Mixture_345,Colon,0.000000,0.028382,0.028382
Mixture_345,Coronary,0.000000,0.000000,0.000000
Mixture_345,Cortex,0.000000,0.000000,0.000000
Mixture_345,Dermal,0.201037,0.102695,0.098343
Mixture_345,Epidermal,0.000000,0.000000,0.000000
Mixture_345,Gastric,0.000000,0.000000,0.000000
Mixture_345,Heart,0.000000,0.041179,0.041179
Mixture_345,Kidney,0.104345,0.098216,0.006129
Mixture_345,Liver,0.000000,0.027388,0.027388
Mixture_345,Lung,0.189478,0.183186,0.006292
Mixture_345,Neuron,0.056526,0.034789,0.021737
Mixture_345,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_345,Pancreas,0.000000,0.033040,0.033040
Mixture_345,Prostate,0.000000,0.035724,0.035724
Mixture_345,Skeletal,0.000000,0.000000,0.000000
Mixture_345,Small,0.000000,0.000000,0.000000
Mixture_346,Adipocytes,0.136702,0.074360,0.062342
Mixture_346,Aorta,0.000000,0.000000,0.000000
Mixture_346,Bladder,0.559590,0.399520,0.160071
Mixture_346,Blood,0.000000,0.000000,0.000000
Mixture_346,Bone,0.000000,0.000000,0.000000
Mixture_346,Cerebellum,0.000000,0.000000,0.000000
Mixture_346,Colon,0.171766,0.150376,0.021390
Mixture_346,Coronary,0.022777,0.027881,0.005104
Mixture_346,Cortex,0.000000,0.029788,0.029788
Mixture_346,Dermal,0.000000,0.000000,0.000000
Mixture_346,Epidermal,0.000000,0.000000,0.000000
Mixture_346,Gastric,0.109165,0.072670,0.036494
Mixture_346,Heart,0.000000,0.074666,0.074666
Mixture_346,Kidney,0.000000,0.000000,0.000000
Mixture_346,Liver,0.000000,0.055635,0.055635
Mixture_346,Lung,0.000000,0.032606,0.032606
Mixture_346,Neuron,0.000000,0.028230,0.028230
Mixture_346,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_346,Pancreas,0.000000,0.029713,0.029713
Mixture_346,Prostate,0.000000,0.024554,0.024554
Mixture_346,Skeletal,0.000000,0.000000,0.000000
Mixture_346,Small,0.000000,0.000000,0.000000
Mixture_347,Adipocytes,0.000000,0.000000,0.000000
Mixture_347,Aorta,0.581092,0.479329,0.101763
Mixture_347,Bladder,0.000000,0.000000,0.000000
Mixture_347,Blood,0.359246,0.266641,0.092605
Mixture_347,Bone,0.000000,0.037123,0.037123
Mixture_347,Cerebellum,0.000000,0.000000,0.000000
Mixture_347,Colon,0.000000,0.063255,0.063255
Mixture_347,Coronary,0.000000,0.000000,0.000000
Mixture_347,Cortex,0.000000,0.000000,0.000000
Mixture_347,Dermal,0.000000,0.000000,0.000000
Mixture_347,Epidermal,0.000000,0.000000,0.000000
Mixture_347,Gastric,0.000000,0.000000,0.000000
Mixture_347,Heart,0.000000,0.056361,0.056361
Mixture_347,Kidney,0.000000,0.000000,0.000000
Mixture_347,Liver,0.000000,0.044509,0.044509
Mixture_347,Lung,0.000000,0.024614,0.024614
Mixture_347,Neuron,0.000000,0.000000,0.000000
Mixture_347,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_347,Pancreas,0.000000,0.028166,0.028166
Mixture_347,Prostate,0.000000,0.000000,0.000000
Mixture_347,Skeletal,0.000000,0.000000,0.000000
Mixture_347,Small,0.059662,0.000000,0.059662
Mixture_348,Adipocytes,0.000000,0.000000,0.000000
Mixture_348,Aorta,0.000000,0.000000,0.000000
Mixture_348,Bladder,0.000000,0.027284,0.027284
Mixture_348,Blood,0.000000,0.024113,0.024113
Mixture_348,Bone,0.000000,0.029100,0.029100
Mixture_348,Cerebellum,0.000000,0.000000,0.000000
Mixture_348,Colon,0.000000,0.024134,0.024134
Mixture_348,Coronary,0.000000,0.000000,0.000000
Mixture_348,Cortex,0.000000,0.028790,0.028790
Mixture_348,Dermal,0.271442,0.106287,0.165155
Mixture_348,Epidermal,0.000000,0.032721,0.032721
Mixture_348,Gastric,0.000000,0.035275,0.035275
Mixture_348,Heart,0.000000,0.054767,0.054767
Mixture_348,Kidney,0.000000,0.000000,0.000000
Mixture_348,Liver,0.000000,0.045127,0.045127
Mixture_348,Lung,0.000000,0.000000,0.000000
Mixture_348,Neuron,0.538565,0.476018,0.062548
Mixture_348,Oligodendrocytes,0.000000,0.034350,0.034350
Mixture_348,Pancreas,0.189993,0.045154,0.144839
Mixture_348,Prostate,0.000000,0.036881,0.036881
Mixture_348,Skeletal,0.000000,0.000000,0.000000
Mixture_348,Small,0.000000,0.000000,0.000000
Mixture_349,Adipocytes,0.151539,0.029682,0.121856
Mixture_349,Aorta,0.000000,0.000000,0.000000
Mixture_349,Bladder,0.278747,0.126896,0.151851
Mixture_349,Blood,0.000000,0.037041,0.037041
Mixture_349,Bone,0.448614,0.485923,0.037309
Mixture_349,Cerebellum,0.000000,0.000000,0.000000
Mixture_349,Colon,0.000000,0.064504,0.064504
Mixture_349,Coronary,0.000000,0.000000,0.000000
Mixture_349,Cortex,0.000000,0.000000,0.000000
Mixture_349,Dermal,0.000000,0.045451,0.045451
Mixture_349,Epidermal,0.000000,0.022884,0.022884
Mixture_349,Gastric,0.000000,0.000000,0.000000
Mixture_349,Heart,0.121100,0.050234,0.070867
Mixture_349,Kidney,0.000000,0.000000,0.000000
Mixture_349,Liver,0.000000,0.000000,0.000000
Mixture_349,Lung,0.000000,0.024720,0.024720
Mixture_349,Neuron,0.000000,0.031537,0.031537
Mixture_349,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_349,Pancreas,0.000000,0.057812,0.057812
Mixture_349,Prostate,0.000000,0.023316,0.023316
Mixture_349,Skeletal,0.000000,0.000000,0.000000
Mixture_349,Small,0.000000,0.000000,0.000000
Mixture_35,Adipocytes,0.000000,0.030564,0.030564
Mixture_35,Aorta,0.000000,0.000000,0.000000
Mixture_35,Bladder,0.000000,0.000000,0.000000
Mixture_35,Blood,0.000000,0.034622,0.034622
Mixture_35,Bone,0.000000,0.051014,0.051014
Mixture_35,Cerebellum,0.000000,0.000000,0.000000
Mixture_35,Colon,0.000000,0.058720,0.058720
Mixture_35,Coronary,0.000000,0.000000,0.000000
Mixture_35,Cortex,0.000000,0.000000,0.000000
Mixture_35,Dermal,0.000000,0.000000,0.000000
Mixture_35,Epidermal,0.000000,0.000000,0.000000
Mixture_35,Gastric,0.185781,0.101611,0.084170
Mixture_35,Heart,0.000000,0.024062,0.024062
Mixture_35,Kidney,0.000000,0.000000,0.000000
Mixture_35,Liver,0.657721,0.503790,0.153931
Mixture_35,Lung,0.156499,0.195618,0.039120
Mixture_35,Neuron,0.000000,0.000000,0.000000
Mixture_35,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_35,Pancreas,0.000000,0.000000,0.000000
Mixture_35,Prostate,0.000000,0.000000,0.000000
Mixture_35,Skeletal,0.000000,0.000000,0.000000
Mixture_35,Small,0.000000,0.000000,0.000000
Mixture_350,Adipocytes,0.000000,0.025994,0.025994
Mixture_350,Aorta,0.000000,0.000000,0.000000
Mixture_350,Bladder,0.000000,0.000000,0.000000
Mixture_350,Blood,0.000000,0.000000,0.000000
Mixture_350,Bone,0.000000,0.036404,0.036404
Mixture_350,Cerebellum,0.000000,0.000000,0.000000
Mixture_350,Colon,0.000000,0.045718,0.045718
Mixture_350,Coronary,0.000000,0.000000,0.000000
Mixture_350,Cortex,0.000000,0.023500,0.023500
Mixture_350,Dermal,0.000000,0.023248,0.023248
Mixture_350,Epidermal,0.000000,0.000000,0.000000
Mixture_350,Gastric,0.000000,0.040446,0.040446
Mixture_350,Heart,0.062670,0.029121,0.033549
Mixture_350,Kidney,0.342086,0.268184,0.073903
Mixture_350,Liver,0.000000,0.060884,0.060884
Mixture_350,Lung,0.000000,0.026496,0.026496
Mixture_350,Neuron,0.000000,0.000000,0.000000
Mixture_350,Oligodendrocytes,0.000000,0.000000,0.000000
Mixture_350,Pancreas,0.000000,0.000000,0.000000
Mixture_350,Prostate,0.480721,0.394839,0.085882
Mixture_350,Skeletal,0.114523,0.025166,0.089357
Mixture_350,Small,0.000000,0.000000,0.000000
Mixture_351,Adipocytes,0.000000,0.000000,0.000000
Mixture_351,Aorta,0.000000,0.000000,0.000000
Mixture_351,Bladder,0.000000,0.000000,0.000000
Mixture_351,Blood,0.000000,0.024007,0.024007
Mixture_351,Bone,0.000000,0.000000,0.000000
Mixture_351,Cerebellum,0.124907,0.030549,0.094358
Mixture_351,Colon,0.113539,0.070689,0.042851
Mixture_351,Coronary,0.000000,0.024749,0.024749
Mixture_351,Cortex,0.058032,0.100263,0.042231
